case_id,imposing_country,hs_4digit,target_country,start_ym,start_date,end_date,date_type,regulation_type,regulation_status,is_korea_target,tariff_clean
17,AM,7202,우크라이나,2016-10,2016-10-28,2027-12-05,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 26.35%
27,AM,7210,우크라이나,2020-01,2020-01-05,2025-09-01,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  우크라이나 : 23.90%  ·  중국 : 12.69 ~ 17%
27,AM,7210,중국,2020-01,2020-01-05,2025-09-01,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  우크라이나 : 23.90%  ·  중국 : 12.69 ~ 17%
34,AM,7210,중국,2012-07,2012-07-01,2028-07-17,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 6.98 ~ 20.20%* 일몰재심후 규제 연장
37,AM,7202,그루지야,2023-01,2023-01-22,2028-01-21,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 21.40 ~ 24.22%
41,AM,7216,우크라이나,2017-06,2017-06-11,2028-03-06,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 37.89%
115,EU,7217,중국,2021-09,2021-09-03,2026-09-03,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 0 ~ 46.2%* 일몰재심후 조치 연장 결정(2021.9.2)
129,EU,7210,러시아,2022-08,2022-08-13,2027-08-13,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  러시아 : 10.3~37.4%  ·  튀르키예 : 2.4 ~ 11%
129,EU,7210,튀르키예,2022-08,2022-08-13,2027-08-13,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  러시아 : 10.3~37.4%  ·  튀르키예 : 2.4 ~ 11%
130,EU,7209,중국,2016-08,2016-08-04,2027-10-28,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  중국 : 19.7 ~ 22.1%  ·  러시아 : 18.7 ~ 36.1% * 2019.2.2~2024.6.30에는 SG 관세율(25%) 적용, 이보다 높은 경우 차액 적용(EU 2019/1382 부속서 2)"
130,EU,7209,러시아,2016-08,2016-08-04,2027-10-28,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  중국 : 19.7 ~ 22.1%  ·  러시아 : 18.7 ~ 36.1% * 2019.2.2~2024.6.30에는 SG 관세율(25%) 적용, 이보다 높은 경우 차액 적용(EU 2019/1382 부속서 2)"
145,EU,7210,중국,2018-02,2018-02-08,2029-03-12,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 17.2% ~ 27.9%
146,EU,7208,중국,2017-02,2017-02-28,2028-05-18,confirmed,반덤핑,규제중,0,"ㅇ 판정결과 : 65.1 ~ 73.7% * EU 철강 SG 시행기간(2019.2.2~2024.6.30)에는 SG 관세율(25%) 적용, 이보다 높은 경우 차액 적용(EU 2019/1382 부속서 2)"
147,EU,7213,중국,2021-10,2021-10-14,2026-10-14,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 7.9 ~ 24.0% *  2021.10.14 : 일몰재심후 5년 연장 결정
152,EU,7219,인도,2022-03,2022-03-16,2027-03-17,confirmed,상계관세,규제중,0,ㅇ 판정결과   ·  인도 : 4.3 ~ 7.5%  ·  인도네시아 : 0 ~ 21.4%
152,EU,7219,인도네시아,2022-03,2022-03-16,2027-03-17,confirmed,상계관세,규제중,0,ㅇ 판정결과   ·  인도 : 4.3 ~ 7.5%  ·  인도네시아 : 0 ~ 21.4%
156,EU,7219,인도,2021-11,2021-11-19,2026-11-19,confirmed,반덤핑,규제중,0,ㅇ 판정결과  · 인도 : 10.0 ~ 35.3%  · 인도네시아 : 9.3 ~ 20.2%
156,EU,7219,인도네시아,2021-11,2021-11-19,2026-11-19,confirmed,반덤핑,규제중,0,ㅇ 판정결과  · 인도 : 10.0 ~ 35.3%  · 인도네시아 : 9.3 ~ 20.2%
158,EU,7219,중국,2021-09,2021-09-17,2026-09-17,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  중국 : 24.4 ~ 25.3%  ·  대만 : 0 ~ 6.8%
158,EU,7219,대만,2021-09,2021-09-17,2026-09-17,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  중국 : 24.4 ~ 25.3%  ·  대만 : 0 ~ 6.8%
159,EU,7219,인도네시아,2020-10,2020-10-07,2025-10-08,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 인도네시아 : 17.3%  · 중국 : 9.2 ~ 19.0%  · 대만 :  4.1 ~ 7.5%
159,EU,7219,중국,2020-10,2020-10-07,2025-10-08,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 인도네시아 : 17.3%  · 중국 : 9.2 ~ 19.0%  · 대만 :  4.1 ~ 7.5%
159,EU,7219,대만,2020-10,2020-10-07,2025-10-08,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 인도네시아 : 17.3%  · 중국 : 9.2 ~ 19.0%  · 대만 :  4.1 ~ 7.5%
176,EU,7208,튀르키예,2021-07,2021-07-08,2026-07-07,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 4.7 ~ 7.3%
180,EU,7210,중국,2019-05,2019-05-03,2024-05-04,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 0 ~ 26.1%* 일몰재심 진행 중 (2024.4.30~)
195,EU,7225,일본,2022-01,2022-01-18,2027-01-18,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  일본 : 35.9 ~ 39.0%  ·  중국 : 21.5 ~ 36.6%  ·  한국 : 22.5%  ·  러시아 : 21.6%  ·  미국 : 22% * 2022.1.14 : 일몰재심후 조치 연장 결정
195,EU,7225,중국,2022-01,2022-01-18,2027-01-18,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  일본 : 35.9 ~ 39.0%  ·  중국 : 21.5 ~ 36.6%  ·  한국 : 22.5%  ·  러시아 : 21.6%  ·  미국 : 22% * 2022.1.14 : 일몰재심후 조치 연장 결정
195,EU,7225,한국,2022-01,2022-01-18,2027-01-18,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  일본 : 35.9 ~ 39.0%  ·  중국 : 21.5 ~ 36.6%  ·  한국 : 22.5%  ·  러시아 : 21.6%  ·  미국 : 22% * 2022.1.14 : 일몰재심후 조치 연장 결정
195,EU,7225,러시아,2022-01,2022-01-18,2027-01-18,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  일본 : 35.9 ~ 39.0%  ·  중국 : 21.5 ~ 36.6%  ·  한국 : 22.5%  ·  러시아 : 21.6%  ·  미국 : 22% * 2022.1.14 : 일몰재심후 조치 연장 결정
195,EU,7225,미국,2022-01,2022-01-18,2027-01-18,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  일본 : 35.9 ~ 39.0%  ·  중국 : 21.5 ~ 36.6%  ·  한국 : 22.5%  ·  러시아 : 21.6%  ·  미국 : 22% * 2022.1.14 : 일몰재심후 조치 연장 결정
201,EU,7208,브라질,2017-04,2017-04-06,2028-12-14,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  브라질 : 53.4 ~ 63.0%  ·  이란 : 57.5%  ·  러시아 : 17.6 ~ 96.5% * EU 철강 SG 시행기간(2019.2.2~2024.6.30)에는 SG 관세율(25%) 적용, 이보다 높은 경우 차액 적용(EU 2019/1382 부속서 2) * 일몰재심후 규제 연장(2023.12.14~)"
201,EU,7208,이란,2017-04,2017-04-06,2028-12-14,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  브라질 : 53.4 ~ 63.0%  ·  이란 : 57.5%  ·  러시아 : 17.6 ~ 96.5% * EU 철강 SG 시행기간(2019.2.2~2024.6.30)에는 SG 관세율(25%) 적용, 이보다 높은 경우 차액 적용(EU 2019/1382 부속서 2) * 일몰재심후 규제 연장(2023.12.14~)"
201,EU,7208,러시아,2017-04,2017-04-06,2028-12-14,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  브라질 : 53.4 ~ 63.0%  ·  이란 : 57.5%  ·  러시아 : 17.6 ~ 96.5% * EU 철강 SG 시행기간(2019.2.2~2024.6.30)에는 SG 관세율(25%) 적용, 이보다 높은 경우 차액 적용(EU 2019/1382 부속서 2) * 일몰재심후 규제 연장(2023.12.14~)"
202,EU,7208,중국,2017-04,2017-04-06,2028-06-09,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 0 ~ 31.3%
203,EU,7208,중국,2017-06,2017-06-09,2028-06-09,confirmed,상계관세,규제중,0,ㅇ 판정결과 : 4.6 ~ 35.9%
208,EU,7214,벨라루스,2017-06,2017-06-17,2028-06-01,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 10.6%
218,EU,7202,러시아,2020-07,2020-07-01,2025-07-02,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  러시아 : 17.8 ~ 22.7%  ·  중국 : 15.6 ~ 31.2%
218,EU,7202,중국,2020-07,2020-07-01,2025-07-02,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  러시아 : 17.8 ~ 22.7%  ·  중국 : 15.6 ~ 31.2%
229,EU,7210,브라질,2022-11,2022-11-16,2027-11-17,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 브라질 : 348.39 Euro/tonne  ·  중국 : 239.82~607.98 Euro/t
229,EU,7210,중국,2022-11,2022-11-16,2027-11-17,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 브라질 : 348.39 Euro/tonne  ·  중국 : 239.82~607.98 Euro/t
231,EU,7216,튀르키예,2024-01,2024-01-12,2029-01-12,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  중국 : 23.0%  ·  튀르키예 : 13.6%
231,EU,7216,중국,2024-01,2024-01-12,2029-01-12,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  중국 : 23.0%  ·  튀르키예 : 13.6%
245,EU,7210,중국,2024-05,2024-05-16,,investigating,반덤핑,조사중,0,ㅇ 판정결과(잠정) : 14.1~62.6%* 2025.1.14: 잠정 관세 부과 결정문 발표
253,EU,7208,이집트,2024-08,2024-08-08,,investigating,반덤핑,조사중,0,"ㅇ 판정결과(잠정,사전고지) :   · 이집트: 15.6%  · 일본: 6.9~33%  · 베트남: 12.1%*인도는 반덤핑 무혐의 판정*2025.3.14: 잠정 관세에 대한 사전 고지 발표, 잠정 관세율만 발표되었으며 아직 잠정 관세 미 부과 단계, 향후 잠정 관세 부과에 대해 추가 발표 예정 "
253,EU,7208,인도,2024-08,2024-08-08,,investigating,반덤핑,조사중,0,"ㅇ 판정결과(잠정,사전고지) :   · 이집트: 15.6%  · 일본: 6.9~33%  · 베트남: 12.1%*인도는 반덤핑 무혐의 판정*2025.3.14: 잠정 관세에 대한 사전 고지 발표, 잠정 관세율만 발표되었으며 아직 잠정 관세 미 부과 단계, 향후 잠정 관세 부과에 대해 추가 발표 예정 "
253,EU,7208,일본,2024-08,2024-08-08,,investigating,반덤핑,조사중,0,"ㅇ 판정결과(잠정,사전고지) :   · 이집트: 15.6%  · 일본: 6.9~33%  · 베트남: 12.1%*인도는 반덤핑 무혐의 판정*2025.3.14: 잠정 관세에 대한 사전 고지 발표, 잠정 관세율만 발표되었으며 아직 잠정 관세 미 부과 단계, 향후 잠정 관세 부과에 대해 추가 발표 예정 "
253,EU,7208,베트남,2024-08,2024-08-08,,investigating,반덤핑,조사중,0,"ㅇ 판정결과(잠정,사전고지) :   · 이집트: 15.6%  · 일본: 6.9~33%  · 베트남: 12.1%*인도는 반덤핑 무혐의 판정*2025.3.14: 잠정 관세에 대한 사전 고지 발표, 잠정 관세율만 발표되었으며 아직 잠정 관세 미 부과 단계, 향후 잠정 관세 부과에 대해 추가 발표 예정 "
274,AU,7212,중국,2021-11,2021-11-26,2026-11-26,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 17.3%
278,AU,7225,핀란드,2014-11,2014-11-05,2029-11-05,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 핀란드 : 8.6%  · 일본 : 5.2%  · 스웨덴 : 8.6%* 일몰재심 후 조치 유지 결정(2024.11.5~)
278,AU,7225,일본,2014-11,2014-11-05,2029-11-05,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 핀란드 : 8.6%  · 일본 : 5.2%  · 스웨덴 : 8.6%* 일몰재심 후 조치 유지 결정(2024.11.5~)
278,AU,7225,스웨덴,2014-11,2014-11-05,2029-11-05,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 핀란드 : 8.6%  · 일본 : 5.2%  · 스웨덴 : 8.6%* 일몰재심 후 조치 유지 결정(2024.11.5~)
281,AU,7210,중국,2013-08,2013-08-05,2028-08-05,confirmed,반덤핑,규제중,1,"ㅇ 판정결과   · 중국 : 0 ~ 24.1%  · 한국 : Floor Price  · 대만 : 0 ~ 8.6% * 2023.6.30 : 연장조사(No 611) 결과, 2023.8.6 이후 중국, 한국, 대만에 대해 규제 연장 결정"
281,AU,7210,한국,2013-08,2013-08-05,2028-08-05,confirmed,반덤핑,규제중,1,"ㅇ 판정결과   · 중국 : 0 ~ 24.1%  · 한국 : Floor Price  · 대만 : 0 ~ 8.6% * 2023.6.30 : 연장조사(No 611) 결과, 2023.8.6 이후 중국, 한국, 대만에 대해 규제 연장 결정"
281,AU,7210,대만,2013-08,2013-08-05,2028-08-05,confirmed,반덤핑,규제중,1,"ㅇ 판정결과   · 중국 : 0 ~ 24.1%  · 한국 : Floor Price  · 대만 : 0 ~ 8.6% * 2023.6.30 : 연장조사(No 611) 결과, 2023.8.6 이후 중국, 한국, 대만에 대해 규제 연장 결정"
282,AU,7210,인도,2017-08,2017-08-16,2027-08-16,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 인도 : 12.8%  · 말레이시아 : 16.5%  · 베트남 : Floor price 
282,AU,7210,말레이시아,2017-08,2017-08-16,2027-08-16,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 인도 : 12.8%  · 말레이시아 : 16.5%  · 베트남 : Floor price 
282,AU,7210,베트남,2017-08,2017-08-16,2027-08-16,confirmed,반덤핑,규제중,0,ㅇ 판정결과   · 인도 : 12.8%  · 말레이시아 : 16.5%  · 베트남 : Floor price 
283,AU,7210,중국,2013-08,2013-08-05,2028-08-05,confirmed,상계관세,규제중,0,ㅇ 판정결과   · 중국 : 0 ~ 24.1% (2013.8.5 ~ 2028.8.5)  · 인도 : 12.8% (2017.8.16 ~ 2027.8.16)
283,AU,7210,인도,2013-08,2013-08-05,2028-08-05,confirmed,상계관세,규제중,0,ㅇ 판정결과   · 중국 : 0 ~ 24.1% (2013.8.5 ~ 2028.8.5)  · 인도 : 12.8% (2017.8.16 ~ 2027.8.16)
284,AU,7210,중국,2013-08,2013-08-05,2028-08-05,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 0.5 ~ 33%
285,AU,7210,중국,2013-08,2013-08-05,2028-08-05,confirmed,상계관세,규제중,0,ㅇ 판정결과 : 0.5 ~ 33%
286,AU,7210,한국,2021-12,2021-12-24,2026-12-24,confirmed,반덤핑,규제중,1,ㅇ 판정결과  · 한국: 2.6~10.5%  · 베트남: 5.5~13.1%
286,AU,7210,베트남,2021-12,2021-12-24,2026-12-24,confirmed,반덤핑,규제중,1,ㅇ 판정결과  · 한국: 2.6~10.5%  · 베트남: 5.5~13.1%
290,AU,7208,대만,2012-12,2012-12-20,2027-12-20,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 2.0~5.5%
291,AU,7216,한국,2014-11,2014-11-20,2029-11-20,confirmed,반덤핑,규제중,1,ㅇ 판정결과  · 한국 : 5.2~7.9%  · 대만 : 9.0~12.3%  · 태국 : 7.7 ~7.8%  · 일본: 12.2%* 2024.10.10: 일몰재심 후 규제 연장 결정(~2029.11.20)
291,AU,7216,일본,2014-11,2014-11-20,2029-11-20,confirmed,반덤핑,규제중,1,ㅇ 판정결과  · 한국 : 5.2~7.9%  · 대만 : 9.0~12.3%  · 태국 : 7.7 ~7.8%  · 일본: 12.2%* 2024.10.10: 일몰재심 후 규제 연장 결정(~2029.11.20)
291,AU,7216,대만,2014-11,2014-11-20,2029-11-20,confirmed,반덤핑,규제중,1,ㅇ 판정결과  · 한국 : 5.2~7.9%  · 대만 : 9.0~12.3%  · 태국 : 7.7 ~7.8%  · 일본: 12.2%* 2024.10.10: 일몰재심 후 규제 연장 결정(~2029.11.20)
291,AU,7216,태국,2014-11,2014-11-20,2029-11-20,confirmed,반덤핑,규제중,1,ㅇ 판정결과  · 한국 : 5.2~7.9%  · 대만 : 9.0~12.3%  · 태국 : 7.7 ~7.8%  · 일본: 12.2%* 2024.10.10: 일몰재심 후 규제 연장 결정(~2029.11.20)
295,AU,7213,중국,2016-04,2016-04-13,2026-04-13,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 19.0%
296,AU,7213,그리스,2018-03,2018-03-07,2028-03-07,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  그리스 : 42.1%  ·  인도네시아 : 9.3%  ·  스페인(Nervacero, S.A) : 6.3%  ·  대만 : 4.4%"
296,AU,7213,인도네시아,2018-03,2018-03-07,2028-03-07,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  그리스 : 42.1%  ·  인도네시아 : 9.3%  ·  스페인(Nervacero, S.A) : 6.3%  ·  대만 : 4.4%"
296,AU,7213,스페인,2018-03,2018-03-07,2028-03-07,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  그리스 : 42.1%  ·  인도네시아 : 9.3%  ·  스페인(Nervacero, S.A) : 6.3%  ·  대만 : 4.4%"
296,AU,7213,대만,2018-03,2018-03-07,2028-03-07,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  그리스 : 42.1%  ·  인도네시아 : 9.3%  ·  스페인(Nervacero, S.A) : 6.3%  ·  대만 : 4.4%"
298,AU,7213,한국,2015-11,2015-11-19,2025-11-19,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  한국 : 0~8.5%  ·  스페인 : 9.4~11.8%◦ 2024.12.9: 일몰재심 조사개시
298,AU,7213,스페인,2015-11,2015-11-19,2025-11-19,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  한국 : 0~8.5%  ·  스페인 : 9.4~11.8%◦ 2024.12.9: 일몰재심 조사개시
301,AU,7213,중국,2016-04,2016-04-22,2026-04-22,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 33.1%
302,AU,7215,루마니아,2016-09,2016-09-07,2026-09-07,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 40.7%
314,AU,7216,중국,2024-08,2024-08-28,,investigating,반덤핑,조사중,0,
316,AU,7216,중국,2024-08,2024-08-28,,investigating,반덤핑,조사중,0,
320,AU,7214,태국,2024-09,2024-09-24,,investigating,반덤핑,조사중,0,
320,AU,7214,튀르키예,2024-09,2024-09-24,,investigating,반덤핑,조사중,0,
320,AU,7214,말레이시아,2024-09,2024-09-24,,investigating,반덤핑,조사중,0,
320,AU,7214,베트남,2024-09,2024-09-24,,investigating,반덤핑,조사중,0,
322,AU,7208,중국,2024-11,2024-11-15,,investigating,반덤핑,조사중,0,
645,BR,7219,인도네시아,2022-12,2022-12-01,2027-12-01,confirmed,상계관세,조사중,0,ㅇ 판정결과 : 18.79%
653,BR,7228,중국,2016-11,2016-11-28,2027-11-24,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : US$437.09 / t
654,BR,7217,중국,2017-07,2017-07-07,2028-06-19,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : US$124.33 ~ US$563.77 / t
662,BR,7219,중국,2013-10,2013-10-04,2024-10-02,confirmed,반덤핑,규제중,0,ㅇ 판정결과    ·  중국 : US$175.62 ~ US$629.44 / t  ·  대만 : US$93.36 ~ US$705.61 / t* 중국 : 부과기간 연장(종료날짜 미공개)* 대만 : 일몰재심중이며 재심중 조치 지속
662,BR,7219,대만,2013-10,2013-10-04,2024-10-02,confirmed,반덤핑,규제중,0,ㅇ 판정결과    ·  중국 : US$175.62 ~ US$629.44 / t  ·  대만 : US$93.36 ~ US$705.61 / t* 중국 : 부과기간 연장(종료날짜 미공개)* 대만 : 일몰재심중이며 재심중 조치 지속
686,BR,7225,한국,2019-07,2019-07-15,2024-07-15,confirmed,반덤핑,규제중,1,"ㅇ 판정결과   ·  한국 : US$132.50 ~ US$166.32 / t  ·  중국 : US$90.00 ~ US$166.32 / t  ·  대만 : US$90.00 ~ US$166.32 / t* 일몰재심중(2024.7.15~), 재심기간 현 규제 유지"
686,BR,7225,중국,2019-07,2019-07-15,2024-07-15,confirmed,반덤핑,규제중,1,"ㅇ 판정결과   ·  한국 : US$132.50 ~ US$166.32 / t  ·  중국 : US$90.00 ~ US$166.32 / t  ·  대만 : US$90.00 ~ US$166.32 / t* 일몰재심중(2024.7.15~), 재심기간 현 규제 유지"
686,BR,7225,대만,2019-07,2019-07-15,2024-07-15,confirmed,반덤핑,규제중,1,"ㅇ 판정결과   ·  한국 : US$132.50 ~ US$166.32 / t  ·  중국 : US$90.00 ~ US$166.32 / t  ·  대만 : US$90.00 ~ US$166.32 / t* 일몰재심중(2024.7.15~), 재심기간 현 규제 유지"
687,BR,7225,독일,2019-07,2019-07-15,2024-07-15,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : US$166.32 / t* 일몰재심중(2024.7.15~)
702,BR,7208,남아공,2019-10,2019-10-02,2024-10-02,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  남아공 : US$166.63 / t (부과 유예)  ·  중국 : US$211.56 / t  ·  한국 : US$135.84 / t  ·  우크라이나 : US$52.02 / t* 일몰재심중, 재심기간중 조치 유지"
702,BR,7208,중국,2019-10,2019-10-02,2024-10-02,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  남아공 : US$166.63 / t (부과 유예)  ·  중국 : US$211.56 / t  ·  한국 : US$135.84 / t  ·  우크라이나 : US$52.02 / t* 일몰재심중, 재심기간중 조치 유지"
702,BR,7208,한국,2019-10,2019-10-02,2024-10-02,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  남아공 : US$166.63 / t (부과 유예)  ·  중국 : US$211.56 / t  ·  한국 : US$135.84 / t  ·  우크라이나 : US$52.02 / t* 일몰재심중, 재심기간중 조치 유지"
702,BR,7208,우크라이나,2019-10,2019-10-02,2024-10-02,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  남아공 : US$166.63 / t (부과 유예)  ·  중국 : US$211.56 / t  ·  한국 : US$135.84 / t  ·  우크라이나 : US$52.02 / t* 일몰재심중, 재심기간중 조치 유지"
722,BR,7210,중국,2024-10,2024-10-22,2025-04-21,confirmed,반덤핑,규제중,0,"ㅇ 판정결과 : US$ 251.94/t~US$ 341,28/t"
728,BY,7202,우크라이나,2016-10,2016-10-28,2027-12-05,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 26.35%
738,BY,7210,우크라이나,2020-01,2020-01-05,2025-09-01,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  우크라이나 : 23.90%  ·  중국 : 12.69 ~ 17%
738,BY,7210,중국,2020-01,2020-01-05,2025-09-01,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  우크라이나 : 23.90%  ·  중국 : 12.69 ~ 17%
745,BY,7210,중국,2012-07,2012-07-01,2028-07-17,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 6.98 ~ 20.20%* 일몰재심후 규제 연장
748,BY,7202,그루지야,2023-01,2023-01-22,2028-01-21,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 21.40 ~ 24.22%
752,BY,7216,우크라이나,2017-06,2017-06-11,2028-03-06,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 37.89%
760,CA,7209,한국,2018-12,2018-12-21,2029-04-11,confirmed,상계관세,규제중,1,"ㅇ 판정결과  ·  중국 : 506 Renminbi/ t  ·  한국 : 86,733 Won/ t  ·  베트남 : 2,607,988 Dong/ t * 일몰재심후 규제 5년 연장 결정(2024.4.12~)"
760,CA,7209,중국,2018-12,2018-12-21,2029-04-11,confirmed,상계관세,규제중,1,"ㅇ 판정결과  ·  중국 : 506 Renminbi/ t  ·  한국 : 86,733 Won/ t  ·  베트남 : 2,607,988 Dong/ t * 일몰재심후 규제 5년 연장 결정(2024.4.12~)"
760,CA,7209,베트남,2018-12,2018-12-21,2029-04-11,confirmed,상계관세,규제중,1,"ㅇ 판정결과  ·  중국 : 506 Renminbi/ t  ·  한국 : 86,733 Won/ t  ·  베트남 : 2,607,988 Dong/ t * 일몰재심후 규제 5년 연장 결정(2024.4.12~)"
762,CA,7210,튀르키예,2020-11,2020-11-17,2025-11-16,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  튀르키예 : 26.1%  ·  베트남: 71.1%
762,CA,7210,베트남,2020-11,2020-11-17,2025-11-16,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  튀르키예 : 26.1%  ·  베트남: 71.1%
763,CA,7210,튀르키예,2020-11,2020-11-17,2025-11-16,confirmed,상계관세,규제중,0,ㅇ 판정결과 : 200.46TL/t
764,CA,7210,중국,2019-02,2019-02-21,2029-06-12,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  중국 : 53.3%  ·  대만 : 33.2%  ·  인도 : 40.0%  ·  한국 : 40.0% * 일몰재심 후 규제 5년 연장 결정(2024.6.13~)
764,CA,7210,대만,2019-02,2019-02-21,2029-06-12,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  중국 : 53.3%  ·  대만 : 33.2%  ·  인도 : 40.0%  ·  한국 : 40.0% * 일몰재심 후 규제 5년 연장 결정(2024.6.13~)
764,CA,7210,인도,2019-02,2019-02-21,2029-06-12,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  중국 : 53.3%  ·  대만 : 33.2%  ·  인도 : 40.0%  ·  한국 : 40.0% * 일몰재심 후 규제 5년 연장 결정(2024.6.13~)
764,CA,7210,한국,2019-02,2019-02-21,2029-06-12,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  중국 : 53.3%  ·  대만 : 33.2%  ·  인도 : 40.0%  ·  한국 : 40.0% * 일몰재심 후 규제 5년 연장 결정(2024.6.13~)
781,CA,7213,한국,2020-10,2020-10-14,2025-10-13,confirmed,반덤핑,규제중,1,ㅇ 판정결과  ·  중국 : 41%   ·  한국 : 41%  ·  튀르키예 : 41%
781,CA,7213,중국,2020-10,2020-10-14,2025-10-13,confirmed,반덤핑,규제중,1,ㅇ 판정결과  ·  중국 : 41%   ·  한국 : 41%  ·  튀르키예 : 41%
781,CA,7213,튀르키예,2020-10,2020-10-14,2025-10-13,confirmed,반덤핑,규제중,1,ㅇ 판정결과  ·  중국 : 41%   ·  한국 : 41%  ·  튀르키예 : 41%
782,CA,7213,중국,2020-10,2020-10-14,2025-10-13,confirmed,상계관세,규제중,0,ㅇ 판정결과 : 469 Renminbi / t
789,CA,7208,중국,2018-08,2018-08-09,2028-12-06,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 80.2% * 일몰재심후 규제 연장 결정(2023.12.7~)
808,CA,7208,우크라이나,2020-11,2020-11-10,2025-11-09,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 21.3%
815,CA,7213,벨라루스,2017-05,2017-05-03,2027-08-25,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  벨라루스 : 108.5%   ·  대만 : 108.5%  ·  홍콩 : 108.5%  ·  일본 : 108.5%  ·  포르투갈 : 108.5%  ·  스페인 : 108.5% * 일몰재심 후 규제 지속 결정(2022.8.26~)
815,CA,7213,대만,2017-05,2017-05-03,2027-08-25,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  벨라루스 : 108.5%   ·  대만 : 108.5%  ·  홍콩 : 108.5%  ·  일본 : 108.5%  ·  포르투갈 : 108.5%  ·  스페인 : 108.5% * 일몰재심 후 규제 지속 결정(2022.8.26~)
